County,lat,lon,ndvi_change,pixels,area_acres,development_score,classification,ndbi_pct,ndbi_change,compactness,thumbnail_url
Douglas County CO,39.53334,-104.720936,-0.335,82,2.03,58,PROBABLE DEVELOPMENT,100.0,0.05,36.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_72.png
Douglas County CO,39.363309,-104.750689,-0.367,298,7.36,57,PROBABLE DEVELOPMENT,100.0,-0.0574,75.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_73.png
Douglas County CO,39.318416,-104.983659,-0.403,159,3.93,57,PROBABLE DEVELOPMENT,97.5,0.0406,29.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_74.png
Douglas County CO,39.360324,-104.949461,-0.348,127,3.14,57,PROBABLE DEVELOPMENT,100.0,0.0184,27.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_75.png
Douglas County CO,39.511822,-104.728959,-0.423,108,2.67,56,PROBABLE DEVELOPMENT,75.0,0.1451,48.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_76.png
Douglas County CO,39.362049,-104.742042,-0.405,87,2.15,56,PROBABLE DEVELOPMENT,94.3,0.0367,26.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_77.png
Douglas County CO,39.358095,-104.955354,-0.347,183,4.52,54,PROBABLE DEVELOPMENT,100.0,0.0163,46.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_78.png
Douglas County CO,39.360173,-104.862784,-0.385,132,3.26,54,PROBABLE DEVELOPMENT,97.7,0.0404,75.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_79.png
Douglas County CO,39.360312,-104.960227,-0.328,127,3.14,54,PROBABLE DEVELOPMENT,100.0,0.0099,39.7,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_80.png
Douglas County CO,39.405473,-104.740402,-0.377,115,2.84,54,PROBABLE DEVELOPMENT,100.0,-0.0082,32.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_81.png
Douglas County CO,39.360729,-104.95173,-0.418,101,2.5,54,PROBABLE DEVELOPMENT,100.0,0.0105,38.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_82.png
Douglas County CO,39.359455,-104.95736,-0.372,172,4.25,53,PROBABLE DEVELOPMENT,100.0,0.0193,67.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_83.png
Douglas County CO,39.320226,-104.872867,-0.413,154,3.81,53,PROBABLE DEVELOPMENT,100.0,0.0017,41.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_84.png
Douglas County CO,39.361828,-104.949767,-0.323,92,2.27,53,PROBABLE DEVELOPMENT,100.0,-0.0104,41.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_85.png
Douglas County CO,39.362662,-104.746544,-0.367,116,2.87,52,PROBABLE DEVELOPMENT,100.0,-0.0466,51.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_86.png
Douglas County CO,39.505337,-104.712303,-0.372,112,2.77,52,PROBABLE DEVELOPMENT,92.0,0.0309,42.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_87.png
Douglas County CO,39.398715,-104.740105,-0.391,1603,39.61,51,PROBABLE DEVELOPMENT,80.8,0.0323,284.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_88.png
Douglas County CO,39.408061,-104.740284,-0.32,147,3.63,51,PROBABLE DEVELOPMENT,100.0,-0.0423,64.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_89.png
Douglas County CO,39.349511,-104.727365,-0.409,665,16.43,50,PROBABLE DEVELOPMENT,71.1,0.04,66.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_90.png
Douglas County CO,39.402665,-104.736762,-0.34,127,3.14,47,PROBABLE DEVELOPMENT,91.3,-0.0263,74.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_91.png
Douglas County CO,39.364061,-104.880686,-0.369,463,11.44,46,PROBABLE DEVELOPMENT,71.9,-0.0164,102.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_92.png
Douglas County CO,39.387336,-104.720317,-0.41,224,5.54,46,PROBABLE DEVELOPMENT,48.7,0.0513,30.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_93.png
Douglas County CO,39.381401,-104.744169,-0.378,185,4.57,46,PROBABLE DEVELOPMENT,80.0,0.0262,49.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_94.png
Douglas County CO,39.394448,-104.745585,-0.389,1676,41.41,45,PROBABLE DEVELOPMENT,70.5,0.0106,280.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_95.png
Douglas County CO,39.339985,-104.722568,-0.457,319,7.88,43,PROBABLE DEVELOPMENT,45.1,0.0579,45.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_96.png
Douglas County CO,39.366218,-104.878905,-0.347,150,3.71,42,PROBABLE DEVELOPMENT,76.7,-0.0007,60.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_97.png
Douglas County CO,39.37475,-104.75092,-0.399,129,3.19,40,PROBABLE DEVELOPMENT,67.4,-0.0215,36.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_98.png
Douglas County CO,39.376554,-104.752654,-0.307,94,2.32,40,PROBABLE DEVELOPMENT,64.9,-0.1396,31.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_99.png
Douglas County CO,39.403893,-104.73877,-0.349,129,3.19,29,LIKELY AGRICULTURAL,45.0,-0.0171,57.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_100.png
Ada County ID,43.693244,-116.428138,-0.491,447,11.05,87,ACTIVE DEVELOPMENT,99.8,0.3149,91.3,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_1.png
Ada County ID,43.54911,-116.305965,-0.582,210,5.19,87,ACTIVE DEVELOPMENT,73.8,0.4288,15.5,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_2.png
Ada County ID,43.747175,-116.594909,-0.497,354,8.75,86,ACTIVE DEVELOPMENT,70.3,0.2988,15.1,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_3.png
Ada County ID,43.68713,-116.515583,-0.454,397,9.81,85,ACTIVE DEVELOPMENT,93.7,0.2746,40.0,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_4.png
Ada County ID,43.750888,-116.593281,-0.339,755,18.66,82,ACTIVE DEVELOPMENT,85.0,0.4,65.9,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_5.png
Ada County ID,43.598541,-116.471047,-0.661,180,4.45,82,ACTIVE DEVELOPMENT,100.0,0.5744,48.0,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_6.png
Ada County ID,43.750338,-116.546309,-0.516,96,2.37,81,ACTIVE DEVELOPMENT,88.5,0.4448,25.0,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_7.png
Ada County ID,43.700672,-116.459852,-0.46,84,2.08,78,ACTIVE DEVELOPMENT,97.6,0.2378,27.4,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_8.png
Ada County ID,43.611491,-116.450716,-0.433,131,3.24,77,ACTIVE DEVELOPMENT,90.1,0.2627,30.3,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_9.png
Ada County ID,43.676504,-116.330973,-0.546,80,1.98,76,ACTIVE DEVELOPMENT,93.8,0.4263,21.0,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_10.png
Ada County ID,43.55482,-116.547087,-0.503,148,3.66,69,ACTIVE DEVELOPMENT,65.5,0.2726,24.3,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_11.png
Ada County ID,43.750315,-116.533947,-0.313,97,2.4,64,ACTIVE DEVELOPMENT,86.6,0.1478,27.9,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_12.png
Ada County ID,43.631286,-116.562563,-0.459,102,2.52,63,ACTIVE DEVELOPMENT,56.9,0.2775,37.7,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_13.png
Ada County ID,43.620871,-116.471929,-0.561,98,2.42,61,ACTIVE DEVELOPMENT,42.9,0.4104,33.2,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_14.png
Ada County ID,43.613285,-116.463277,-0.419,82,2.03,51,PROBABLE DEVELOPMENT,73.2,0.0747,28.1,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_15.png
Ada County ID,43.549588,-116.391457,-0.579,282,6.97,50,PROBABLE DEVELOPMENT,0.0,0.2871,31.3,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_16.png
Ada County ID,43.549795,-116.47196,-0.598,120,2.97,50,PROBABLE DEVELOPMENT,6.7,0.442,20.8,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_17.png
Ada County ID,43.63584,-116.582335,-0.561,619,15.3,47,PROBABLE DEVELOPMENT,0.0,0.4374,89.2,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_18.png
Ada County ID,43.642447,-116.548506,-0.467,554,13.69,45,PROBABLE DEVELOPMENT,0.0,0.2599,46.8,https://atlas-flc.github.io/flc-website/thumbnails/ada_county_id_site_19.png
Utah-Salt Lake UT,40.429448,-111.778618,-0.645,451,11.14,89,ACTIVE DEVELOPMENT,89.4,0.3675,23.1,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_1.png
Utah-Salt Lake UT,40.356977,-111.816436,-0.743,1683,41.59,85,ACTIVE DEVELOPMENT,93.4,0.4882,74.9,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_2.png
Utah-Salt Lake UT,40.449157,-111.903759,-0.396,84,2.08,85,ACTIVE DEVELOPMENT,100.0,0.2926,25.2,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_3.png
Utah-Salt Lake UT,40.366313,-111.880895,-0.659,115,2.84,83,ACTIVE DEVELOPMENT,90.4,0.3431,22.6,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_4.png
Utah-Salt Lake UT,40.363814,-111.793844,-0.572,95,2.35,83,ACTIVE DEVELOPMENT,89.5,0.3241,19.5,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_5.png
Utah-Salt Lake UT,40.381932,-111.932983,-0.65,1348,33.31,80,ACTIVE DEVELOPMENT,55.0,0.2893,13.7,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_6.png
Utah-Salt Lake UT,40.49176,-111.907216,-0.635,139,3.43,80,ACTIVE DEVELOPMENT,77.7,0.3595,18.0,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_7.png
Utah-Salt Lake UT,40.38021,-111.830275,-0.921,102,2.52,79,ACTIVE DEVELOPMENT,93.1,0.6282,50.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_8.png
Utah-Salt Lake UT,40.374192,-111.894555,-0.429,243,6.0,77,ACTIVE DEVELOPMENT,97.9,0.2081,81.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_9.png
Utah-Salt Lake UT,40.48952,-111.916029,-0.403,90,2.22,76,ACTIVE DEVELOPMENT,100.0,0.2384,46.9,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_10.png
Utah-Salt Lake UT,40.381105,-111.831064,-0.623,205,5.07,74,ACTIVE DEVELOPMENT,58.5,0.2934,32.0,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_11.png
Utah-Salt Lake UT,40.476346,-111.813383,-0.384,141,3.48,74,ACTIVE DEVELOPMENT,97.9,0.2045,31.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_12.png
Utah-Salt Lake UT,40.401091,-111.875618,-0.347,91,2.25,73,ACTIVE DEVELOPMENT,100.0,0.147,17.6,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_13.png
Utah-Salt Lake UT,40.421926,-111.805758,-0.502,187,4.62,71,ACTIVE DEVELOPMENT,80.7,0.2327,24.7,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_14.png
Utah-Salt Lake UT,40.443437,-111.762447,-0.651,114,2.82,71,ACTIVE DEVELOPMENT,65.8,0.2885,23.7,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_15.png
Utah-Salt Lake UT,40.41529,-111.840532,-0.547,86,2.13,71,ACTIVE DEVELOPMENT,76.7,0.2389,22.5,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_16.png
Utah-Salt Lake UT,40.349643,-111.943493,-0.709,433,10.7,70,ACTIVE DEVELOPMENT,37.4,0.3762,19.5,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_17.png
Utah-Salt Lake UT,40.477799,-111.813559,-0.4,104,2.57,65,ACTIVE DEVELOPMENT,98.1,0.1354,41.9,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_18.png
Utah-Salt Lake UT,40.397355,-111.882433,-0.511,128,3.16,64,ACTIVE DEVELOPMENT,97.7,0.0882,22.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_19.png
Utah-Salt Lake UT,40.37082,-111.910073,-0.425,110,2.72,64,ACTIVE DEVELOPMENT,90.9,0.1516,45.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_20.png
Utah-Salt Lake UT,40.370284,-111.898395,-0.437,419,10.35,62,ACTIVE DEVELOPMENT,92.8,0.0644,55.1,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_21.png
Utah-Salt Lake UT,40.446531,-111.837632,-0.451,115,2.84,60,PROBABLE DEVELOPMENT,100.0,0.0678,37.9,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_22.png
Utah-Salt Lake UT,40.478371,-111.816463,-0.429,100,2.47,55,PROBABLE DEVELOPMENT,84.0,0.0787,37.2,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_23.png
Utah-Salt Lake UT,40.464464,-111.983751,-0.472,82,2.03,51,PROBABLE DEVELOPMENT,73.2,0.0733,29.3,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_24.png
Utah-Salt Lake UT,40.382792,-111.831769,-0.512,92,2.27,50,PROBABLE DEVELOPMENT,64.1,0.0948,28.3,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_25.png
Utah-Salt Lake UT,40.366341,-111.896467,-0.409,126,3.11,38,PROBABLE DEVELOPMENT,33.3,0.1285,45.8,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_26.png
Utah-Salt Lake UT,40.360714,-111.940983,-0.61,154,3.81,16,LIKELY AGRICULTURAL,0.0,0.066,104.7,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_27.png
Utah-Salt Lake UT,40.345541,-111.958413,-0.494,88,2.17,10,LIKELY AGRICULTURAL,0.0,-0.069,76.4,https://atlas-flc.github.io/flc-website/thumbnails/utah-salt_lake_ut_site_28.png
Forsyth County GA,34.330508,-84.063491,-0.782,605,14.95,95,ACTIVE DEVELOPMENT,98.8,0.5541,17.2,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_1.png
Forsyth County GA,34.231831,-84.179113,-0.719,305,7.54,95,ACTIVE DEVELOPMENT,99.3,0.4972,18.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_2.png
Forsyth County GA,34.241658,-84.223657,-0.73,230,5.68,95,ACTIVE DEVELOPMENT,100.0,0.4364,18.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_3.png
Forsyth County GA,34.333077,-84.064362,-0.774,1113,27.5,93,ACTIVE DEVELOPMENT,99.2,0.5329,22.7,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_4.png
Forsyth County GA,34.204516,-83.992013,-0.759,1870,46.21,92,ACTIVE DEVELOPMENT,100.0,0.5246,25.2,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_5.png
Forsyth County GA,34.328079,-84.066825,-0.704,286,7.07,91,ACTIVE DEVELOPMENT,100.0,0.4785,30.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_6.png
Forsyth County GA,34.309371,-84.177546,-0.694,249,6.15,91,ACTIVE DEVELOPMENT,100.0,0.5433,29.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_7.png
Forsyth County GA,34.216784,-84.186665,-0.669,214,5.29,91,ACTIVE DEVELOPMENT,100.0,0.4643,29.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_8.png
Forsyth County GA,34.340047,-84.072762,-0.761,2047,50.58,90,ACTIVE DEVELOPMENT,99.9,0.5447,38.3,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_9.png
Forsyth County GA,34.277466,-84.194465,-0.61,227,5.61,90,ACTIVE DEVELOPMENT,99.1,0.4345,37.3,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_10.png
Forsyth County GA,34.24754,-84.154587,-0.674,93,2.3,90,ACTIVE DEVELOPMENT,100.0,0.3928,16.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_11.png
Forsyth County GA,34.213023,-83.955371,-0.628,91,2.25,90,ACTIVE DEVELOPMENT,93.4,0.3523,12.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_12.png
Forsyth County GA,34.319569,-84.137421,-0.708,386,9.54,89,ACTIVE DEVELOPMENT,99.5,0.4693,50.8,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_13.png
Forsyth County GA,34.234242,-84.162035,-0.675,253,6.25,89,ACTIVE DEVELOPMENT,98.0,0.3926,40.3,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_14.png
Forsyth County GA,34.314588,-84.085313,-0.656,225,5.56,89,ACTIVE DEVELOPMENT,98.7,0.3513,38.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_15.png
Forsyth County GA,34.323061,-84.07492,-0.756,116,2.87,89,ACTIVE DEVELOPMENT,98.3,0.5307,15.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_16.png
Forsyth County GA,34.210098,-84.144993,-0.534,83,2.05,89,ACTIVE DEVELOPMENT,100.0,0.3267,16.5,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_17.png
Forsyth County GA,34.246756,-84.119356,-0.749,2571,63.53,88,ACTIVE DEVELOPMENT,99.9,0.5447,53.2,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_18.png
Forsyth County GA,34.236185,-84.145919,-0.753,787,19.45,88,ACTIVE DEVELOPMENT,99.0,0.522,49.8,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_19.png
Forsyth County GA,34.326085,-84.020853,-0.716,704,17.4,88,ACTIVE DEVELOPMENT,99.0,0.5564,59.7,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_20.png
Forsyth County GA,34.343242,-84.135728,-0.722,314,7.76,88,ACTIVE DEVELOPMENT,98.1,0.4412,47.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_21.png
Forsyth County GA,34.219456,-84.146017,-0.668,147,3.63,88,ACTIVE DEVELOPMENT,100.0,0.4381,19.1,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_22.png
Forsyth County GA,34.28717,-83.995424,-0.639,485,11.98,87,ACTIVE DEVELOPMENT,99.4,0.3816,69.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_23.png
Forsyth County GA,34.277569,-84.127497,-0.669,484,11.96,87,ACTIVE DEVELOPMENT,100.0,0.5334,78.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_24.png
Forsyth County GA,34.216184,-84.167129,-0.652,109,2.69,87,ACTIVE DEVELOPMENT,96.3,0.4117,18.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_25.png
Forsyth County GA,34.337771,-84.116077,-0.689,1435,35.46,86,ACTIVE DEVELOPMENT,98.0,0.3962,127.7,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_26.png
Forsyth County GA,34.316274,-84.098608,-0.7,1111,27.45,86,ACTIVE DEVELOPMENT,91.0,0.3708,42.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_27.png
Forsyth County GA,34.263416,-84.033622,-0.681,918,22.68,86,ACTIVE DEVELOPMENT,99.8,0.5715,129.7,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_28.png
Forsyth County GA,34.283888,-84.002511,-0.759,667,16.48,86,ACTIVE DEVELOPMENT,98.1,0.5055,110.9,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_29.png
Forsyth County GA,34.273947,-84.055023,-0.579,568,14.04,86,ACTIVE DEVELOPMENT,99.1,0.3121,175.8,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_30.png
Forsyth County GA,34.290065,-84.175123,-0.633,385,9.51,86,ACTIVE DEVELOPMENT,90.9,0.3127,42.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_31.png
Forsyth County GA,34.324695,-84.066719,-0.648,92,2.27,86,ACTIVE DEVELOPMENT,100.0,0.3659,25.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_32.png
Forsyth County GA,34.27388,-84.169553,-0.622,483,11.94,85,ACTIVE DEVELOPMENT,97.3,0.4003,129.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_33.png
Forsyth County GA,34.202005,-83.994457,-0.707,80,1.98,85,ACTIVE DEVELOPMENT,100.0,0.3695,12.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_34.png
Forsyth County GA,34.31658,-84.213888,-0.644,139,3.43,84,ACTIVE DEVELOPMENT,100.0,0.3941,33.3,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_35.png
Forsyth County GA,34.235704,-83.952865,-0.669,80,1.98,83,ACTIVE DEVELOPMENT,100.0,0.3907,14.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_36.png
Forsyth County GA,34.341126,-84.140279,-0.556,99,2.45,82,ACTIVE DEVELOPMENT,100.0,0.274,30.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_37.png
Forsyth County GA,34.31617,-84.217946,-0.571,178,4.4,81,ACTIVE DEVELOPMENT,100.0,0.3318,55.1,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_38.png
Forsyth County GA,34.325487,-84.082168,-0.589,1458,36.03,79,ACTIVE DEVELOPMENT,96.2,0.2027,36.0,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_39.png
Forsyth County GA,34.238123,-84.200509,-0.535,825,20.39,79,ACTIVE DEVELOPMENT,97.9,0.223,66.4,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_40.png
Forsyth County GA,34.211323,-84.107862,-0.677,88,2.17,79,ACTIVE DEVELOPMENT,72.7,0.274,13.1,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_41.png
Forsyth County GA,34.281371,-84.251009,-0.62,135,3.34,78,ACTIVE DEVELOPMENT,93.3,0.4587,61.3,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_42.png
Forsyth County GA,34.290947,-84.179153,-0.692,138,3.41,76,ACTIVE DEVELOPMENT,75.4,0.4174,23.5,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_43.png
Forsyth County GA,34.255052,-84.20627,-0.556,129,3.19,74,ACTIVE DEVELOPMENT,85.3,0.2721,43.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_44.png
Forsyth County GA,34.329684,-83.990849,-0.453,93,2.3,74,ACTIVE DEVELOPMENT,98.9,0.1771,21.8,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_45.png
Forsyth County GA,34.317031,-84.041019,-0.509,134,3.31,71,ACTIVE DEVELOPMENT,100.0,0.1629,29.6,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_46.png
Forsyth County GA,34.255081,-84.228495,-0.597,88,2.17,71,ACTIVE DEVELOPMENT,72.7,0.3315,46.5,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_47.png
Forsyth County GA,34.325157,-84.243138,-0.683,129,3.19,69,ACTIVE DEVELOPMENT,62.0,0.4058,31.8,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_48.png
Forsyth County GA,34.315639,-84.041904,-0.483,178,4.4,66,ACTIVE DEVELOPMENT,96.1,0.1544,43.5,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_49.png
Forsyth County GA,34.329631,-84.085926,-0.475,134,3.31,61,ACTIVE DEVELOPMENT,97.8,0.1067,52.7,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_50.png
Forsyth County GA,34.221602,-83.956916,-0.581,146,3.61,52,PROBABLE DEVELOPMENT,28.1,0.2501,25.5,https://atlas-flc.github.io/flc-website/thumbnails/forsyth_county_ga_site_51.png
